Id,SalePrice
1461,120580.23512768121
1462,157844.42556453648
1463,174393.6812106976
1464,194937.01383920418
1465,184398.26601891755
1466,170527.53888076608
1467,177522.63473925958
1468,162674.3054138147
1469,190956.0667729548
1470,115343.18200353914
1471,196827.76068664595
1472,107560.84532211494
1473,100991.47913826213
1474,143613.4431979629
1475,117689.48153762864
1476,355203.67792468524
1477,238389.55395284097
1478,282320.8952111162
1479,270416.26160208177
1480,531022.9061976387
1481,311800.68212913314
1482,197731.99380483778
1483,175373.4611729086
1484,159870.42670381023
1485,185707.08192831182
1486,198242.8800456407
1487,314675.8959887584
1488,228179.72039678178
1489,185563.8276732389
1490,239593.69820860613
1491,189902.36114171438
1492,90727.51273714865
1493,171644.0457424974
1494,287621.06610895717
1495,282473.8935939148
1496,224203.34858299216
1497,174361.7593192019
1498,159516.92621039672
1499,160403.3246914108
1500,153956.36729322377
1501,169139.76459506425
1502,150016.30192311897
1503,287924.8349893265
1504,238652.73015203353
1505,223567.41154271326
1506,192132.87213293955
1507,256874.857809393
1508,198688.57106813218
1509,152457.9801610152
1510,137098.48055654534
1511,149935.51727441058
1512,174725.68917670497
1513,148763.3502252386
1514,145167.45595175758
1515,199183.9350141677
1516,152574.1940226316
1517,167054.77364865184
1518,133720.49704910818
1519,210293.14975953652
1520,122750.31409845751
1521,128434.34731756961
1522,182041.30007373475
1523,104219.34507724579
1524,122602.83423700022
1525,115109.77286840545
1526,102991.68993995867
1527,101806.5206141707
1528,147087.80484840303
1529,145327.05381817042
1530,181888.95265644335
1531,106227.39833406865
1532,101402.99447627325
1533,154623.79460659766
1534,129347.09242311411
1535,159272.38602678676
1536,113221.21426074291
1537,58360.982845642095
1538,138375.59383147722
1539,194885.873543193
1540,87125.44950779255
1541,138188.5652163543
1542,143848.5227954312
1543,186731.23195269424
1544,86964.41575026505
1545,107480.52395081629
1546,132050.78134202215
1547,133101.18853892892
1548,131540.57687026096
1549,116326.80093185135
1550,123192.58714640628
1551,124600.6470202519
1552,124187.81877447056
1553,134580.5622166638
1554,120015.6340089054
1555,167446.43075444852
1556,84218.24578238705
1557,95318.43642103503
1558,105301.76750137842
1559,72225.92306350126
1560,132932.6519441997
1561,114440.66975458876
1562,130732.26345854966
1563,118328.31589921859
1564,165873.85141901352
1565,136408.93143429788
1566,236291.55308049964
1567,79372.16437719262
1568,224385.850387084
1569,125684.94141065929
1570,138856.78700104967
1571,123908.7129442725
1572,145859.9171372747
1573,248357.58886881635
1574,113927.92788372409
1575,228294.6526851577
1576,244459.26397133697
1577,179943.36084023464
1578,135852.99824722664
